pattern_id,variant_id,category,pattern_name,variant_desc,dtype,difficulty,compiler_fixable,num_loops,num_arrays,lines_of_code,expected_speedup_range
COMP,COMP_v263,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v265,Composed,Multiple Overlapping Patterns,"Brute scan vs hash-table lookup, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v266,Composed,Multiple Overlapping Patterns,"Recursive Fib + noinline lookup vs iterative + hoist, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v267,Composed,Multiple Overlapping Patterns,"Linear branchy vs binary branchless search, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v268,Composed,Multiple Overlapping Patterns,"Top-down DP descent vs bottom-up sequential, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v269,Composed,Multiple Overlapping Patterns,"Per-element input branch vs split-pass vectorize, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v270,Composed,Multiple Overlapping Patterns,"AoS dense over sparse vs SoA skip-zero, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v271,Composed,Multiple Overlapping Patterns,"Recursive Fib + noinline lookup vs iterative + hoist, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v272,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v273,Composed,Multiple Overlapping Patterns,"Wide struct vs hot/cold split [Abseil Tip 62], int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v274,Composed,Multiple Overlapping Patterns,"Recursive Fib + noinline lookup vs iterative + hoist, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v275,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v276,Composed,Multiple Overlapping Patterns,"Wide struct vs hot/cold split [Abseil Tip 62], double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v277,Composed,Multiple Overlapping Patterns,"Recursive Fib + noinline lookup vs iterative + hoist, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v278,Composed,Multiple Overlapping Patterns,"Recursive 2D DP col-major vs iterative row-major, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v279,Composed,Multiple Overlapping Patterns,"Wide struct vs hot/cold split [Abseil Tip 62], int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v280,Composed,Multiple Overlapping Patterns,"qsort + per-elem noinline vs detect-sorted + hoist, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v281,Composed,Multiple Overlapping Patterns,"Redundant aggregation + column-major, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v282,Composed,Multiple Overlapping Patterns,"Per-element input branch vs split-pass vectorize, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v283,Composed,Multiple Overlapping Patterns,"Q4_K blocks scattered vs Q4_K_x8 interleaved [llama.cpp #12332], int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v284,Composed,Multiple Overlapping Patterns,"Recursive 2D DP col-major vs iterative row-major, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v285,Composed,Multiple Overlapping Patterns,"Redundant aggregation + column-major, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v286,Composed,Multiple Overlapping Patterns,"Sparse vec x col-major matrix vs sparse fast + row-major, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v287,Composed,Multiple Overlapping Patterns,"Parallel arrays vs tagged pointers + lookup [CedarDB DaMoN24], double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v288,Composed,Multiple Overlapping Patterns,"Recursive 2D DP col-major vs iterative row-major, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v289,Composed,Multiple Overlapping Patterns,"Hoistable branch + column-major access, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v290,Composed,Multiple Overlapping Patterns,"AoS dense over sparse vs SoA skip-zero, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v291,Composed,Multiple Overlapping Patterns,"AoS dense over sparse vs SoA skip-zero, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v292,Composed,Multiple Overlapping Patterns,"Parallel arrays vs tagged pointers + lookup [CedarDB DaMoN24], float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v293,Composed,Multiple Overlapping Patterns,"Top-down DP descent vs bottom-up sequential, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v294,Composed,Multiple Overlapping Patterns,"Sparse vec x col-major matrix vs sparse fast + row-major, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v295,Composed,Multiple Overlapping Patterns,"Invariant function call + defensive checks, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v296,Composed,Multiple Overlapping Patterns,"Wide struct vs hot/cold split [Abseil Tip 62], int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v297,Composed,Multiple Overlapping Patterns,"AoS dense over sparse vs SoA skip-zero, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v298,Composed,Multiple Overlapping Patterns,"Noinline penalty + temp decomposition, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v299,Composed,Multiple Overlapping Patterns,"Linear branchy vs binary branchless search, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v300,Composed,Multiple Overlapping Patterns,"Per-chunk memcpy vs shared buffer + selection [DuckDB SIGMOD25], float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v301,Composed,Multiple Overlapping Patterns,"qsort + per-elem noinline vs detect-sorted + hoist, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v302,Composed,Multiple Overlapping Patterns,"Hoistable branch + column-major access, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v303,Composed,Multiple Overlapping Patterns,"Brute scan vs hash-table lookup, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v304,Composed,Multiple Overlapping Patterns,"Parallel arrays vs tagged pointers + lookup [CedarDB DaMoN24], double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v305,Composed,Multiple Overlapping Patterns,"Noinline log-scale + bounds check + temps, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v306,Composed,Multiple Overlapping Patterns,"Linear branchy vs binary branchless search, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v307,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v308,Composed,Multiple Overlapping Patterns,"Per-chunk memcpy vs shared buffer + selection [DuckDB SIGMOD25], double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v309,Composed,Multiple Overlapping Patterns,"Sparse vec x col-major matrix vs sparse fast + row-major, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v310,Composed,Multiple Overlapping Patterns,"Noinline loop-invariant scale + hoistable branch, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v311,Composed,Multiple Overlapping Patterns,"Redundant aggregation + column-major, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v312,Composed,Multiple Overlapping Patterns,"Noinline loop-invariant scale + hoistable branch, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v313,Composed,Multiple Overlapping Patterns,"Noinline penalty + temp decomposition, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v314,Composed,Multiple Overlapping Patterns,"Invariant function call + defensive checks, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v316,Composed,Multiple Overlapping Patterns,"Redundant aggregation + column-major, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v317,Composed,Multiple Overlapping Patterns,"Recursive 2D DP col-major vs iterative row-major, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v318,Composed,Multiple Overlapping Patterns,"Invariant function call + defensive checks, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v319,Composed,Multiple Overlapping Patterns,"Recursive Fib + noinline lookup vs iterative + hoist, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v320,Composed,Multiple Overlapping Patterns,"Noinline loop-invariant scale + hoistable branch, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v321,Composed,Multiple Overlapping Patterns,"Invariant function call + defensive checks, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v322,Composed,Multiple Overlapping Patterns,"AoS dense over sparse vs SoA skip-zero, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v323,Composed,Multiple Overlapping Patterns,"AoS dense over sparse vs SoA skip-zero, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v324,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v325,Composed,Multiple Overlapping Patterns,"Hoistable branch + column-major access, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v326,Composed,Multiple Overlapping Patterns,"Top-down DP descent vs bottom-up sequential, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v327,Composed,Multiple Overlapping Patterns,"Q4_K blocks scattered vs Q4_K_x8 interleaved [llama.cpp #12332], int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v328,Composed,Multiple Overlapping Patterns,"Noinline log-scale + bounds check + temps, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v329,Composed,Multiple Overlapping Patterns,"Wide struct vs hot/cold split [Abseil Tip 62], float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v330,Composed,Multiple Overlapping Patterns,"Noinline loop-invariant scale + hoistable branch, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v331,Composed,Multiple Overlapping Patterns,"Recursive Fib + noinline lookup vs iterative + hoist, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v332,Composed,Multiple Overlapping Patterns,"Sparse vec x col-major matrix vs sparse fast + row-major, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v333,Composed,Multiple Overlapping Patterns,"Top-down DP descent vs bottom-up sequential, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v334,Composed,Multiple Overlapping Patterns,"Invariant function call + defensive checks, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v335,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v336,Composed,Multiple Overlapping Patterns,"AoS dense over sparse vs SoA skip-zero, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v337,Composed,Multiple Overlapping Patterns,"Linear branchy vs binary branchless search, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v338,Composed,Multiple Overlapping Patterns,"Wide struct vs hot/cold split [Abseil Tip 62], double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v339,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v340,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v341,Composed,Multiple Overlapping Patterns,"Triple: temps + bounds + cache, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v342,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v343,Composed,Multiple Overlapping Patterns,"Recursive Fib + noinline lookup vs iterative + hoist, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v344,Composed,Multiple Overlapping Patterns,"Wide struct vs hot/cold split [Abseil Tip 62], float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v345,Composed,Multiple Overlapping Patterns,"Wide struct vs hot/cold split [Abseil Tip 62], float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v346,Composed,Multiple Overlapping Patterns,"Per-chunk memcpy vs shared buffer + selection [DuckDB SIGMOD25], int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v347,Composed,Multiple Overlapping Patterns,"Top-down DP descent vs bottom-up sequential, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v348,Composed,Multiple Overlapping Patterns,"Recursive 2D DP col-major vs iterative row-major, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v349,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v350,Composed,Multiple Overlapping Patterns,"Redundant aggregation + column-major, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v351,Composed,Multiple Overlapping Patterns,"Per-element input branch vs split-pass vectorize, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v352,Composed,Multiple Overlapping Patterns,"Recursive 2D DP col-major vs iterative row-major, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v353,Composed,Multiple Overlapping Patterns,"Per-element input branch vs split-pass vectorize, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v354,Composed,Multiple Overlapping Patterns,"Sparse vec x col-major matrix vs sparse fast + row-major, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v355,Composed,Multiple Overlapping Patterns,"Top-down DP descent vs bottom-up sequential, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v356,Composed,Multiple Overlapping Patterns,"qsort + per-elem noinline vs detect-sorted + hoist, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v357,Composed,Multiple Overlapping Patterns,"Redundant aggregation + column-major, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v358,Composed,Multiple Overlapping Patterns,"Invariant function call + defensive checks, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v359,Composed,Multiple Overlapping Patterns,"Top-down DP descent vs bottom-up sequential, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v360,Composed,Multiple Overlapping Patterns,"Hoistable branch + column-major access, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v361,Composed,Multiple Overlapping Patterns,"Per-chunk memcpy vs shared buffer + selection [DuckDB SIGMOD25], double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v362,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v363,Composed,Multiple Overlapping Patterns,"Recursive 2D DP col-major vs iterative row-major, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v364,Composed,Multiple Overlapping Patterns,"Q4_K blocks scattered vs Q4_K_x8 interleaved [llama.cpp #12332], int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v365,Composed,Multiple Overlapping Patterns,"AoS dense over sparse vs SoA skip-zero, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v366,Composed,Multiple Overlapping Patterns,"Noinline penalty + temp decomposition, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v367,Composed,Multiple Overlapping Patterns,"Redundant aggregation + column-major, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v368,Composed,Multiple Overlapping Patterns,"Parallel arrays vs tagged pointers + lookup [CedarDB DaMoN24], int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v369,Composed,Multiple Overlapping Patterns,"Recursive Fib + noinline lookup vs iterative + hoist, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v370,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v371,Composed,Multiple Overlapping Patterns,"Sparse vec x col-major matrix vs sparse fast + row-major, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v373,Composed,Multiple Overlapping Patterns,"Triple: temps + bounds + cache, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v374,Composed,Multiple Overlapping Patterns,"Noinline log-scale + bounds check + temps, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v375,Composed,Multiple Overlapping Patterns,"Triple: temps + bounds + cache, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v376,Composed,Multiple Overlapping Patterns,"Triple: temps + bounds + cache, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v377,Composed,Multiple Overlapping Patterns,"Noinline log-scale + bounds check + temps, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v378,Composed,Multiple Overlapping Patterns,"Per-chunk memcpy vs shared buffer + selection [DuckDB SIGMOD25], int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v379,Composed,Multiple Overlapping Patterns,"AoS dense over sparse vs SoA skip-zero, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v380,Composed,Multiple Overlapping Patterns,"Per-chunk memcpy vs shared buffer + selection [DuckDB SIGMOD25], float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v381,Composed,Multiple Overlapping Patterns,"Wide AoS stride access + redundant bounds, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v382,Composed,Multiple Overlapping Patterns,"Hoistable branch + column-major access, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v383,Composed,Multiple Overlapping Patterns,"Per-element input branch vs split-pass vectorize, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v384,Composed,Multiple Overlapping Patterns,"Wide struct vs hot/cold split [Abseil Tip 62], float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v386,Composed,Multiple Overlapping Patterns,"Redundant aggregation + column-major, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v387,Composed,Multiple Overlapping Patterns,"Wide struct vs hot/cold split [Abseil Tip 62], double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v388,Composed,Multiple Overlapping Patterns,"Per-element input branch vs split-pass vectorize, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v389,Composed,Multiple Overlapping Patterns,"Recursive Fib + noinline lookup vs iterative + hoist, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v390,Composed,Multiple Overlapping Patterns,"Noinline loop-invariant scale + hoistable branch, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v391,Composed,Multiple Overlapping Patterns,"Noinline penalty + temp decomposition, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v392,Composed,Multiple Overlapping Patterns,"Recursive Fib + noinline lookup vs iterative + hoist, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v393,Composed,Multiple Overlapping Patterns,"Per-element input branch vs split-pass vectorize, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v394,Composed,Multiple Overlapping Patterns,"Recursive Fib + noinline lookup vs iterative + hoist, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v395,Composed,Multiple Overlapping Patterns,"Q4_K blocks scattered vs Q4_K_x8 interleaved [llama.cpp #12332], int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v396,Composed,Multiple Overlapping Patterns,"Linear branchy vs binary branchless search, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v397,Composed,Multiple Overlapping Patterns,"Wide struct vs hot/cold split [Abseil Tip 62], float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v398,Composed,Multiple Overlapping Patterns,"Invariant function call + defensive checks, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v399,Composed,Multiple Overlapping Patterns,"Wide AoS stride access + redundant bounds, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v400,Composed,Multiple Overlapping Patterns,"Top-down DP descent vs bottom-up sequential, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v401,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v402,Composed,Multiple Overlapping Patterns,"Noinline loop-invariant scale + hoistable branch, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v403,Composed,Multiple Overlapping Patterns,"Recursive Fib + noinline lookup vs iterative + hoist, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v404,Composed,Multiple Overlapping Patterns,"Recursive 2D DP col-major vs iterative row-major, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v405,Composed,Multiple Overlapping Patterns,"Hoistable branch + column-major access, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v406,Composed,Multiple Overlapping Patterns,"Per-element input branch vs split-pass vectorize, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v407,Composed,Multiple Overlapping Patterns,"Redundant aggregation + column-major, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v408,Composed,Multiple Overlapping Patterns,"Per-element input branch vs split-pass vectorize, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v409,Composed,Multiple Overlapping Patterns,"Invariant function call + defensive checks, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v410,Composed,Multiple Overlapping Patterns,"Recursive Fib + noinline lookup vs iterative + hoist, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v411,Composed,Multiple Overlapping Patterns,"Hoistable branch + column-major access, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v412,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v413,Composed,Multiple Overlapping Patterns,"Invariant function call + defensive checks, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v414,Composed,Multiple Overlapping Patterns,"Sparse vec x col-major matrix vs sparse fast + row-major, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v415,Composed,Multiple Overlapping Patterns,"Per-chunk memcpy vs shared buffer + selection [DuckDB SIGMOD25], int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v416,Composed,Multiple Overlapping Patterns,"Q4_K blocks scattered vs Q4_K_x8 interleaved [llama.cpp #12332], int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v417,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v418,Composed,Multiple Overlapping Patterns,"Noinline penalty + temp decomposition, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v419,Composed,Multiple Overlapping Patterns,"Wide AoS stride access + redundant bounds, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v420,Composed,Multiple Overlapping Patterns,"Wide struct vs hot/cold split [Abseil Tip 62], double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v421,Composed,Multiple Overlapping Patterns,"Parallel arrays vs tagged pointers + lookup [CedarDB DaMoN24], int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v422,Composed,Multiple Overlapping Patterns,"Linear branchy vs binary branchless search, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v423,Composed,Multiple Overlapping Patterns,"Hoistable branch + column-major access, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v424,Composed,Multiple Overlapping Patterns,"Linear branchy vs binary branchless search, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v425,Composed,Multiple Overlapping Patterns,"Per-element input branch vs split-pass vectorize, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v426,Composed,Multiple Overlapping Patterns,"Wide struct vs hot/cold split [Abseil Tip 62], float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v427,Composed,Multiple Overlapping Patterns,"Linear branchy vs binary branchless search, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v428,Composed,Multiple Overlapping Patterns,"Triple: temps + bounds + cache, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v429,Composed,Multiple Overlapping Patterns,"Hoistable branch + column-major access, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v430,Composed,Multiple Overlapping Patterns,"Hoistable branch + column-major access, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v431,Composed,Multiple Overlapping Patterns,"Noinline penalty + temp decomposition, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v432,Composed,Multiple Overlapping Patterns,"qsort + per-elem noinline vs detect-sorted + hoist, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v433,Composed,Multiple Overlapping Patterns,"Triple: temps + bounds + cache, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v434,Composed,Multiple Overlapping Patterns,"Hoistable branch + column-major access, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v435,Composed,Multiple Overlapping Patterns,"Noinline penalty + temp decomposition, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v436,Composed,Multiple Overlapping Patterns,"Noinline loop-invariant scale + hoistable branch, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v437,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v438,Composed,Multiple Overlapping Patterns,"Wide struct vs hot/cold split [Abseil Tip 62], int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v439,Composed,Multiple Overlapping Patterns,"Per-chunk memcpy vs shared buffer + selection [DuckDB SIGMOD25], int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v440,Composed,Multiple Overlapping Patterns,"Redundant aggregation + column-major, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v441,Composed,Multiple Overlapping Patterns,"Brute scan vs hash-table lookup, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v442,Composed,Multiple Overlapping Patterns,"Per-chunk memcpy vs shared buffer + selection [DuckDB SIGMOD25], float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v443,Composed,Multiple Overlapping Patterns,"Redundant aggregation + column-major, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v444,Composed,Multiple Overlapping Patterns,"qsort + per-elem noinline vs detect-sorted + hoist, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v445,Composed,Multiple Overlapping Patterns,"Linear branchy vs binary branchless search, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v446,Composed,Multiple Overlapping Patterns,"AoS dense over sparse vs SoA skip-zero, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v447,Composed,Multiple Overlapping Patterns,"Recursive Fib + noinline lookup vs iterative + hoist, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v448,Composed,Multiple Overlapping Patterns,"Noinline penalty + temp decomposition, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v449,Composed,Multiple Overlapping Patterns,"Recursive 2D DP col-major vs iterative row-major, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v450,Composed,Multiple Overlapping Patterns,"Invariant function call + defensive checks, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v451,Composed,Multiple Overlapping Patterns,"Noinline penalty + temp decomposition, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v452,Composed,Multiple Overlapping Patterns,"Per-element input branch vs split-pass vectorize, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v453,Composed,Multiple Overlapping Patterns,"Parallel arrays vs tagged pointers + lookup [CedarDB DaMoN24], double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v454,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v455,Composed,Multiple Overlapping Patterns,"AoS dense over sparse vs SoA skip-zero, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v456,Composed,Multiple Overlapping Patterns,"Noinline penalty + temp decomposition, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v457,Composed,Multiple Overlapping Patterns,"Recursive Fib + noinline lookup vs iterative + hoist, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v458,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v459,Composed,Multiple Overlapping Patterns,"Sparse vec x col-major matrix vs sparse fast + row-major, double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v461,Composed,Multiple Overlapping Patterns,"Recursive 2D DP col-major vs iterative row-major, float",float,hard,False,2,2,15,10x-1000x
